"","cell","TissueType","OncoTree1","OncoTree2","OncoTree3","OncoTree4","TNBC","name","source","celloidx","celloacs","cid","ot2","ot3","ot4","ot1","link"
"785","kyse-410","oesophagus: squamous_cell_carcinoma;Esophagus;oesophagus;aero_dig_tract","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC);Esophagus Squamous;esophagus_squamous","","","","KYSE-410;KYSE410","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","KYSE-410","CVCL_1352","kyse-410","esophageal squamous cell carcinoma;esophagus squamous","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/kyse-410_cvcl_1352.html' target='_blank'>details</a>"
"786","kyse-450","oesophagus: squamous_cell_carcinoma;oesophagus;aero_dig_tract","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC);esophagus_squamous","","","","KYSE-450;KYSE450","ccle;gdscDec15;achilles;gdsc1;gdsc2","KYSE-450","CVCL_1353","kyse-450","esophageal squamous cell carcinoma;esophagus squamous","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/kyse-450_cvcl_1353.html' target='_blank'>details</a>"
"787","kyse-50","aero_dig_tract","Esophagus_Stomach","","","","","KYSE-50","gdscDec15;gdsc1;gdsc2","KYSE-50","CVCL_1360","kyse-50","","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/kyse-50_cvcl_1360.html' target='_blank'>details</a>"
"788","kyse-510","oesophagus: squamous_cell_carcinoma;Esophagus;oesophagus;aero_dig_tract","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC);Esophagus Squamous;esophagus_squamous","","","","KYSE-510;KYSE510","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","KYSE-510","CVCL_1354","kyse-510","esophageal squamous cell carcinoma;esophagus squamous","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/kyse-510_cvcl_1354.html' target='_blank'>details</a>"
"789","kyse-520","oesophagus: squamous_cell_carcinoma;Esophagus;oesophagus;aero_dig_tract","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC);Esophagus Squamous;esophagus_squamous","","","","KYSE-520;KYSE520","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","KYSE-520","CVCL_1355","kyse-520","esophageal squamous cell carcinoma;esophagus squamous","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/kyse-520_cvcl_1355.html' target='_blank'>details</a>"
"790","kyse-70","oesophagus: squamous_cell_carcinoma;Esophagus;oesophagus;aero_dig_tract","Esophagus_Stomach","Esophageal Squamous Cell Carcinoma (ESCC);Esophagus Squamous;esophagus_squamous","","","","KYSE-70;KYSE70","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","KYSE-70","CVCL_1356","kyse-70","esophageal squamous cell carcinoma;esophagus squamous","","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/kyse-70_cvcl_1356.html' target='_blank'>details</a>"
"791","l-1236","haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma;haematopoietic_and_lymphoid_tissue;lymphoma;Hodgkin lymphoma","Lymph;Blood","Hodgkin's Lymphoma (HL);hodgkin_lymphoma","","","","L-1236;L1236","ccle;gdscDec15;achilles;gdsc1;gdsc2;ancats","L-1236","CVCL_2096","l-1236","hodgkin's lymphoma;hodgkin lymphoma","","","Lymph;Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/l-1236_cvcl_2096.html' target='_blank'>details</a>"
"792","l-363","haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma;haematopoietic_and_lymphoid_tissue;myeloma;Plasma cell myeloma","Blood","Multiple Myeloma (MM);multiple_myeloma","","","","L-363;L363","ccle;gdscDec15;achilles;mdaMills;gdsc1;gdsc2;ancats","L-363","CVCL_1357","l-363","multiple myeloma","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/l-363_cvcl_1357.html' target='_blank'>details</a>"
"793","l-428","haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma;lymphoma;Hodgkin lymphoma","Lymph","Hodgkin's Lymphoma (HL)","","","","L-428","ccle;gdscDec15;gdsc1;gdsc2;ancats","L-428","CVCL_1361","l-428","hodgkin's lymphoma","","","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/l-428_cvcl_1361.html' target='_blank'>details</a>"
"794","l-540","haematopoietic_and_lymphoid_tissue: Hodgkin_lymphoma;lymphoma;Hodgkin lymphoma","Lymph","Hodgkin's Lymphoma (HL)","","","","L-540","ccle;gdscDec15;gdsc1;gdsc2;ancats","L-540","CVCL_1362","l-540","hodgkin's lymphoma","","","Lymph","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/l-540_cvcl_1362.html' target='_blank'>details</a>"
"795","l-591","blood","Blood","","","","","L591","mdaMills","L-591","CVCL_1867","l-591","","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/l-591_cvcl_1867.html' target='_blank'>details</a>"
"796","l3.3","pancreas: carcinoma;Pancreas;lymph_node","Pancreas","Exocrine;exocrine","Exocrine Adenosquamous;exocrine_adenosquamous","","","L3.3;L33","ccle;prism;achilles","L3.3","CVCL_8147","l3.3","exocrine","exocrine adenosquamous","","Pancreas","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/l3.3_cvcl_8147.html' target='_blank'>details</a>"
"797","la-n-2","autonomic_ganglia","Peripheral_Nervous_System","neuroblastoma","","","","LAN2","achilles","LA-N-2","CVCL_1829","la-n-2","neuroblastoma","","","Peripheral_Nervous_System","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/la-n-2_cvcl_1829.html' target='_blank'>details</a>"
"798","la-n-6","neuroblastoma","Brain_CNS","Embryonal Tumor (EMBT)","Neuroblastoma (NBL)","","","LAN-6","gdscDec15;gdsc1;gdsc2","LA-N-6","CVCL_1363","la-n-6","embryonal tumor","neuroblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/la-n-6_cvcl_1363.html' target='_blank'>details</a>"
"799","lama-84","haematopoietic_and_lymphoid_tissue: blast_phase_chronic_myeloid_leukaemia;leukemia","Blood","Leukemia (LEUK)","Chronic Myelogenous Leukemia (CML)","","","LAMA-84","ccle;gdscDec15;gdsc1;gdsc2","LAMA-84","CVCL_0388","lama-84","leukemia","chronic myelogenous leukemia","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lama-84_cvcl_0388.html' target='_blank'>details</a>"
"800","lb1047-rcc","KIRC;kidney","Kidney","Renal Cell Carcinoma (RCC)","","","","LB1047-RCC","gdscDec15;gdsc1;gdsc2","LB1047-RCC","CVCL_1364","lb1047-rcc","renal cell carcinoma","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb1047-rcc_cvcl_1364.html' target='_blank'>details</a>"
"801","lb2241-rcc","KIRC;kidney","Kidney","Renal Cell Carcinoma (RCC)","","","","LB2241-RCC","gdscDec15;gdsc1;gdsc2","LB2241-RCC","CVCL_1365","lb2241-rcc","renal cell carcinoma","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb2241-rcc_cvcl_1365.html' target='_blank'>details</a>"
"802","lb2518-mel","skin","Skin","Melanoma (MEL)","","","","LB2518-MEL","gdscDec15;gdsc1;gdsc2","LB2518-MEL","CVCL_1366","lb2518-mel","melanoma","","","Skin","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb2518-mel_cvcl_1366.html' target='_blank'>details</a>"
"803","lb373-mel-d","SKCM;skin","Skin","Melanoma (MEL)","","","","LB373-MEL-D","gdscDec15;gdsc1;gdsc2","LB373-MEL-D","CVCL_1367","lb373-mel-d","melanoma","","","Skin","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb373-mel-d_cvcl_1367.html' target='_blank'>details</a>"
"804","lb647-sclc","lung_SCLC","Lung","Small Cell Lung Cancer (SCLC)","","","","LB647-SCLC","gdscDec15;gdsc1;gdsc2","LB647-SCLC","CVCL_1368","lb647-sclc","small cell lung cancer","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb647-sclc_cvcl_1368.html' target='_blank'>details</a>"
"805","lb771-hnc","HNSC;aero_dig_tract","Head_Neck","","","","","LB771-HNC","gdscDec15;gdsc1;gdsc2","LB771-HNC","CVCL_1369","lb771-hnc","","","","Head_Neck","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb771-hnc_cvcl_1369.html' target='_blank'>details</a>"
"806","lb831-blc","BLCA;urogenital_system","Bladder_Urinary_Tract","","","","","LB831-BLC","gdscDec15;gdsc1;gdsc2","LB831-BLC","CVCL_1370","lb831-blc","","","","Bladder_Urinary_Tract","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb831-blc_cvcl_1370.html' target='_blank'>details</a>"
"807","lb996-rcc","KIRC;kidney","Kidney","Renal Cell Carcinoma (RCC)","","","","LB996-RCC","gdscDec15;gdsc1;gdsc2","LB996-RCC","CVCL_1371","lb996-rcc","renal cell carcinoma","","","Kidney","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lb996-rcc_cvcl_1371.html' target='_blank'>details</a>"
"808","lc-1f","lung: squamous_cell_carcinoma","Lung","Non-Small Cell Lung Cancer (NSCLC)","Lung Squamous Cell Carcinoma (LUSC)","","","LC-1F","ccle;gdscDec15","LC-1F","CVCL_1372","lc-1f","non-small cell lung cancer","lung squamous cell carcinoma","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lc-1f_cvcl_1372.html' target='_blank'>details</a>"
"809","lc-1sq","LUSC;lung_NSCLC","Lung","","","","","LC-1-sq","gdscDec15;gdsc1;gdsc2","LC-1/sq","CVCL_3008","lc-1sq","","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lc-1sq_cvcl_3008.html' target='_blank'>details</a>"
"810","lc-1sq-sf","lung: squamous_cell_carcinoma;Lung","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","Lung Squamous Cell Carcinoma (LUSC);NSCLC Squamous","","","LC-1/sq-SF;LC1SQSF","ccle;prism","LC-1/sq-SF","CVCL_5480","lc-1sq-sf","non-small cell lung cancer;nsclc","lung squamous cell carcinoma;nsclc squamous","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lc-1sq-sf_cvcl_5480.html' target='_blank'>details</a>"
"811","lc-2ad","LUAD;lung_NSCLC","Lung","","","","","LC-2-ad","gdscDec15;gdsc1;gdsc2","LC-2/ad","CVCL_1373","lc-2ad","","","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lc-2ad_cvcl_1373.html' target='_blank'>details</a>"
"812","lc4-1","leukemia","Blood","Leukemia (LEUK)","","","","LC4-1","gdscDec15;gdsc1;gdsc2","LC4-1","CVCL_1374","lc4-1","leukemia","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lc4-1_cvcl_1374.html' target='_blank'>details</a>"
"813","lclc-103h","lung: large_cell_carcinoma;NOT_TCGA;Lung;pleural_effusion;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","NSCLC Large Cell;NSCLC_large_cell","","","LCLC-103H;LCLC103H","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","LCLC-103H","CVCL_1375","lclc-103h","non-small cell lung cancer;nsclc","nsclc large cell","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lclc-103h_cvcl_1375.html' target='_blank'>details</a>"
"814","lclc-97tm1","lung: large_cell_carcinoma;NOT_TCGA;lung;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","NSCLC_large_cell","","","LCLC-97TM1;LCLC97TM1","ccle;gdscDec15;achilles;gdsc1;gdsc2","LCLC-97TM1","CVCL_1376","lclc-97tm1","non-small cell lung cancer;nsclc","nsclc large cell","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lclc-97tm1_cvcl_1376.html' target='_blank'>details</a>"
"815","li-7","liver: hepatocellular_carcinoma;Liver;liver","Liver","Hepatocellular Carcinoma (HCC);","","","","Li-7;LI7","ccle;prism;achilles","Li-7","CVCL_3840","li-7","hepatocellular carcinoma;","","","Liver","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/li-7_cvcl_3840.html' target='_blank'>details</a>"
"816","lim1215","","Bowel","Colorectal Adenocarcinoma (COADREAD)","","","","LIM1215","gdscDec15","LIM1215","CVCL_2574","lim1215","colorectal adenocarcinoma","","","Bowel","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lim1215_cvcl_2574.html' target='_blank'>details</a>"
"817","lk-2","lung: squamous_cell_carcinoma;LUSC;Lung;lung;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","Lung Squamous Cell Carcinoma (LUSC);NSCLC Squamous;NSCLC_squamous","","","LK-2;LK2","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","LK-2","CVCL_1377","lk-2","non-small cell lung cancer;nsclc","lung squamous cell carcinoma;nsclc squamous","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lk-2_cvcl_1377.html' target='_blank'>details</a>"
"818","lmsu","stomach: adenocarcinoma;Gastric;lymph_node","Esophagus_Stomach","Esophagogastric Adenocarcinoma (EGC);Gastric Adenocarcinoma;gastric_adenocarcinoma","Stomach Adenocarcinoma (STAD);","","","LMSU","ccle;prism;achilles","LMSU","CVCL_4849","lmsu","esophagogastric adenocarcinoma;gastric adenocarcinoma","stomach adenocarcinoma;","","Esophagus_Stomach","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lmsu_cvcl_4849.html' target='_blank'>details</a>"
"819","ln-18","central_nervous_system: astrocytoma_Grade_IV;GBM;Central Nervous System;central_nervous_system;nervous_system","Brain_CNS","Diffuse Glioma (DIFG);Glioma;glioma","Astrocytoma (ASTR);Glioblastoma;glioblastoma","","","LN-18;LN18","ccle;gdscDec15;prism;achilles;gdsc1;gdsc2","LN-18","CVCL_0392","ln-18","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-18_cvcl_0392.html' target='_blank'>details</a>"
"820","ln-215","central_nervous_system: astrocytoma_Grade_IV","Brain_CNS","Diffuse Glioma (DIFG)","Astrocytoma (ASTR)","","","LN-215","ccle","LN-215","CVCL_3954","ln-215","diffuse glioma","astrocytoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-215_cvcl_3954.html' target='_blank'>details</a>"
"821","ln-229","central_nervous_system: astrocytoma_Grade_IV;GBM;Central Nervous System;nervous_system;Glioblastoma","Brain_CNS","Diffuse Glioma (DIFG);Glioma","Astrocytoma (ASTR);Glioblastoma","","","LN-229;LN229","ccle;gdscDec15;prism;gdsc1;gdsc2;ancats","LN-229","CVCL_0393","ln-229","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-229_cvcl_0393.html' target='_blank'>details</a>"
"822","ln-235","central_nervous_system: astrocytoma_Grade_IV;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);astrocytoma","","","LN-235;LN235","ccle;achilles","LN-235","CVCL_3957","ln-235","diffuse glioma;glioma","astrocytoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-235_cvcl_3957.html' target='_blank'>details</a>"
"823","ln-308","central_nervous_system: astrocytoma_Grade_IV;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);glioblastoma","","","LNZ308","ccle;achilles","LN-308","CVCL_0394","ln-308","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-308_cvcl_0394.html' target='_blank'>details</a>"
"824","ln-319","central_nervous_system: astrocytoma_Grade_III;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);astrocytoma","","","LN-319;LN319","ccle;achilles","LN-319","CVCL_3958","ln-319","diffuse glioma;glioma","astrocytoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-319_cvcl_3958.html' target='_blank'>details</a>"
"825","ln-340","central_nervous_system: astrocytoma_Grade_IV;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);glioblastoma","","","LN-340;LN340","ccle;achilles","LN-340","CVCL_3955","ln-340","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-340_cvcl_3955.html' target='_blank'>details</a>"
"826","ln-382","central_nervous_system: astrocytoma_Grade_IV;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);glioblastoma","","","LN382","ccle;achilles","LN-382","CVCL_3956","ln-382","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-382_cvcl_3956.html' target='_blank'>details</a>"
"827","ln-405","GBM;nervous_system","Brain_CNS","","","","","LN-405","gdscDec15;gdsc1;gdsc2","LN-405","CVCL_1378","ln-405","","","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-405_cvcl_1378.html' target='_blank'>details</a>"
"828","ln-428","central_nervous_system: astrocytoma_Grade_IV","Brain_CNS","Diffuse Glioma (DIFG)","Astrocytoma (ASTR)","","","LN-428","ccle","LN-428","CVCL_3959","ln-428","diffuse glioma","astrocytoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-428_cvcl_3959.html' target='_blank'>details</a>"
"829","ln-443","central_nervous_system: astrocytoma_Grade_IV;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);glioblastoma","","","LN-443;LN443","ccle;achilles","LN-443","CVCL_3960","ln-443","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-443_cvcl_3960.html' target='_blank'>details</a>"
"830","ln-464","central_nervous_system: astrocytoma_Grade_IV;central_nervous_system","Brain_CNS","Diffuse Glioma (DIFG);glioma","Astrocytoma (ASTR);glioblastoma","","","LN-464;LN464","ccle;achilles","LN-464","CVCL_3962","ln-464","diffuse glioma;glioma","astrocytoma;glioblastoma","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/ln-464_cvcl_3962.html' target='_blank'>details</a>"
"831","lncap-clone-fgc","prostate: adenocarcinoma;PRAD;Prostate;urogenital_system","Prostate","Prostate Adenocarcinoma","","","","LNCaP clone FGC;LNCaP-Clone-FGC;LNCAPCLONEFGC","ccle;gdscDec15;prism;gdsc1;gdsc2","LNCaP clone FGC","CVCL_1379","lncap-clone-fgc","prostate adenocarcinoma","","","Prostate","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lncap-clone-fgc_cvcl_1379.html' target='_blank'>details</a>"
"832","lnzta3wt4","GBM;nervous_system","Brain_CNS","","","","","LNZTA3WT4","gdscDec15;gdsc1;gdsc2","LNZTA3WT4","CVCL_3540","lnzta3wt4","","","","Brain_CNS","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lnzta3wt4_cvcl_3540.html' target='_blank'>details</a>"
"833","lou-nh91","lung: squamous_cell_carcinoma;LUSC;Lung;lung_NSCLC","Lung","Non-Small Cell Lung Cancer (NSCLC);NSCLC","Lung Squamous Cell Carcinoma (LUSC);NSCLC Squamous","","","LOU-NH91;LOUNH91","ccle;gdscDec15;prism;gdsc1;gdsc2","LOU-NH91","CVCL_2104","lou-nh91","non-small cell lung cancer;nsclc","lung squamous cell carcinoma;nsclc squamous","","Lung","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lou-nh91_cvcl_2104.html' target='_blank'>details</a>"
"834","loucy","haematopoietic_and_lymphoid_tissue: acute_lymphoblastic_T_cell_leukaemia;leukemia","Blood","Leukemia (LEUK)","Acute Lymphoid Leukemia (ALL)","","","Loucy;LOUCY","ccle;gdscDec15;gdsc1;gdsc2","Loucy","CVCL_1380","loucy","leukemia","acute lymphoid leukemia","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/loucy_cvcl_1380.html' target='_blank'>details</a>"
"835","lovo","large_intestine: adenocarcinoma;Colorectal;lymph_node;large_intestine","Bowel","Colorectal Adenocarcinoma (COADREAD);Colorectal Adenocarcinoma;colorectal_adenocarcinoma","","MSI","","LoVo;LOVO","ccle;gdscDec15;prism;achilles;mdaMills;gdsc1;gdsc2","LoVo","CVCL_0399","lovo","colorectal adenocarcinoma","","msi","Bowel","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lovo_cvcl_0399.html' target='_blank'>details</a>"
"836","lox-imvi","melanoma;skin: malignant_melanoma;Skin;skin","Skin","Melanoma (MEL);Melanoma","","","","ME:LOX IMVI;LOX IMVI;LOXIMVI","nci60;ccle;gdscDec15;prism;gdsc1;gdsc2","LOX-IMVI","CVCL_1381","lox-imvi","melanoma","","","Skin","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lox-imvi_cvcl_1381.html' target='_blank'>details</a>"
"837","lp-1","haematopoietic_and_lymphoid_tissue: plasma_cell_myeloma;haematopoietic_and_lymphoid_tissue;myeloma;Plasma cell myeloma","Blood","Multiple Myeloma (MM);multiple_myeloma","","","","LP-1;LP1","ccle;gdscDec15;achilles;mdaMills;gdsc1;gdsc2;ancats","LP-1","CVCL_0012","lp-1","multiple myeloma","","","Blood","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lp-1_cvcl_0012.html' target='_blank'>details</a>"
"838","lps141","soft_tissue","Soft_Tissue","liposarcoma","DDLPS","","","LPS141","achilles","LPS141","CVCL_M823","lps141","liposarcoma","ddlps","","Soft_Tissue","<a href='https://discovery.nci.nih.gov/cell-lines/cellminercdb/lps141_cvcl_m823.html' target='_blank'>details</a>"
